Dates,Primary Type,Location Description,Arrest,Domestic,Ward,Counts,District,Primary Types
2015-09-19,THEFT,VEHICLE NON-COMMERCIAL,0,0,1.0,732,14,29
2015-09-19,BATTERY,RESIDENCE,1,1,18.0,732,6,2
2015-09-19,MOTOR VEHICLE THEFT,STREET,0,0,33.0,732,17,16
2015-09-17,THEFT,STREET,0,0,32.0,651,14,29
2015-09-19,ARSON,APARTMENT,1,1,6.0,732,6,0
2015-09-19,BATTERY,RESIDENCE,1,1,21.0,732,22,2
2015-09-18,ASSAULT,RESIDENCE PORCH/HALLWAY,0,0,21.0,698,22,1
2015-09-16,OFFENSE INVOLVING CHILDREN,RESIDENCE,0,0,34.0,704,22,20
2015-09-18,DECEPTIVE PRACTICE,RESIDENCE,0,0,29.0,698,25,9
2015-09-19,NARCOTICS,STREET,1,0,19.0,732,22,17
2015-09-19,NARCOTICS,ALLEY,1,0,28.0,732,11,17
2015-09-19,THEFT,RESTAURANT,0,0,8.0,732,4,29
2015-09-18,CRIMINAL DAMAGE,STREET,0,0,12.0,698,10,6
2015-07-21,DECEPTIVE PRACTICE,OTHER,0,0,7.0,4,4,9
2015-09-18,BATTERY,SIDEWALK,0,0,20.0,698,2,2
2015-09-17,THEFT,SMALL RETAIL STORE,0,0,42.0,651,1,29
2015-09-19,THEFT,APARTMENT,0,0,6.0,732,7,29
2015-09-18,THEFT,APARTMENT,0,0,17.0,698,6,29
2015-09-18,THEFT,DRIVEWAY - RESIDENTIAL,0,0,39.0,698,17,29
2015-09-13,DECEPTIVE PRACTICE,DRUG STORE,0,0,6.0,691,6,9
2015-09-17,OTHER OFFENSE,SIDEWALK,0,1,2.0,651,1,22
2015-09-19,BATTERY,SIDEWALK,1,1,29.0,732,25,2
2015-09-19,THEFT,STREET,0,0,2.0,732,12,29
2015-09-18,THEFT,APARTMENT,0,1,16.0,698,7,29
2015-09-19,NARCOTICS,SIDEWALK,1,0,37.0,732,25,17
2015-09-17,MOTOR VEHICLE THEFT,SPORTS ARENA/STADIUM,0,0,37.0,651,25,16
2015-09-10,THEFT,RESIDENCE PORCH/HALLWAY,0,0,21.0,613,6,29
2015-09-19,DECEPTIVE PRACTICE,RESIDENCE,0,0,6.0,732,7,9
2015-09-19,GAMBLING,SIDEWALK,1,0,27.0,732,11,10
2015-09-18,THEFT,COLLEGE/UNIVERSITY RESIDENCE HALL,0,0,42.0,698,18,29
2015-09-19,BATTERY,STREET,0,1,29.0,732,15,2
2015-09-15,MOTOR VEHICLE THEFT,STREET,0,0,26.0,710,12,16
2015-09-19,CRIMINAL DAMAGE,STREET,0,1,49.0,732,24,6
2015-09-19,INTERFERENCE WITH PUBLIC OFFICER,SIDEWALK,1,0,8.0,732,4,12
2015-09-13,DECEPTIVE PRACTICE,RESIDENCE,0,0,42.0,691,18,9
2015-09-17,THEFT,RESIDENTIAL YARD (FRONT/BACK),0,0,33.0,651,17,29
2015-09-19,CRIMINAL DAMAGE,STREET,0,0,41.0,732,16,6
2015-09-18,OTHER OFFENSE,RESIDENCE,0,0,41.0,698,16,22
2015-09-14,ASSAULT,RESIDENCE PORCH/HALLWAY,0,0,36.0,724,16,1
2015-09-19,NARCOTICS,SIDEWALK,1,0,29.0,732,15,17
2015-09-19,BATTERY,RESIDENCE,0,1,37.0,732,11,2
2015-09-19,BATTERY,APARTMENT,0,1,28.0,732,11,2
2015-09-16,BATTERY,APARTMENT,0,1,2.0,704,11,2
2015-09-19,NARCOTICS,SIDEWALK,1,0,24.0,732,11,17
2015-09-15,BATTERY,OTHER,0,0,25.0,710,9,2
2015-09-19,WEAPONS VIOLATION,RESIDENCE,1,0,10.0,732,4,30
2015-09-16,THEFT,RESIDENCE,0,0,13.0,704,8,29
2015-09-19,OFFENSE INVOLVING CHILDREN,APARTMENT,0,1,15.0,732,8,20
2015-09-19,NARCOTICS,SIDEWALK,1,0,46.0,732,19,17
2015-09-19,MOTOR VEHICLE THEFT,STREET,0,0,12.0,732,9,16
2015-09-04,SEX OFFENSE,RESIDENCE,0,0,11.0,179,9,27
2015-09-19,NARCOTICS,STREET,1,0,5.0,732,3,17
2015-09-19,NARCOTICS,SIDEWALK,1,0,24.0,732,15,17
2015-09-19,BATTERY,SIDEWALK,0,1,21.0,732,6,2
2015-09-19,NARCOTICS,SIDEWALK,1,0,49.0,732,24,17
2015-09-11,THEFT,ALLEY,0,0,27.0,626,25,29
2015-09-19,OTHER OFFENSE,RESIDENCE,0,1,35.0,732,14,22
2015-09-19,NARCOTICS,SIDEWALK,1,0,24.0,732,10,17
2015-09-19,CRIMINAL TRESPASS,SMALL RETAIL STORE,1,0,3.0,732,2,8
2015-09-11,THEFT,STREET,0,0,42.0,626,18,29
2015-09-14,CRIMINAL DAMAGE,STREET,0,0,20.0,724,2,6
2015-09-19,OTHER OFFENSE,SIDEWALK,1,0,24.0,732,10,22
2015-09-19,NARCOTICS,ALLEY,1,0,7.0,732,4,17
2015-09-19,BATTERY,STREET,0,0,1.0,732,12,2
2015-09-18,ASSAULT,STREET,0,0,24.0,698,10,1
2015-09-19,THEFT,DEPARTMENT STORE,1,0,42.0,732,1,29
2015-09-19,DECEPTIVE PRACTICE,GROCERY FOOD STORE,0,0,40.0,732,24,9
2015-09-19,BATTERY,ALLEY,0,0,22.0,732,10,2
2015-09-18,BURGLARY,RESIDENCE-GARAGE,0,0,13.0,698,8,3
2015-09-19,NARCOTICS,SIDEWALK,1,0,9.0,732,5,17
2015-09-18,THEFT,RESIDENTIAL YARD (FRONT/BACK),0,0,26.0,698,25,29
2015-09-19,OFFENSE INVOLVING CHILDREN,RESIDENCE,0,1,43.0,732,18,20
2015-09-17,DECEPTIVE PRACTICE,RESIDENCE,0,0,1.0,651,12,9
2015-09-19,THEFT,GROCERY FOOD STORE,0,0,46.0,732,19,29
2015-09-18,THEFT,STREET,0,0,18.0,698,6,29
2015-09-19,THEFT,GROCERY FOOD STORE,1,0,11.0,732,9,29
2015-09-19,ROBBERY,ABANDONED BUILDING,0,0,6.0,732,6,26
2015-09-19,NARCOTICS,SIDEWALK,1,0,48.0,732,20,17
2015-09-18,THEFT,RESIDENCE-GARAGE,0,0,42.0,698,1,29
2015-09-19,NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),1,0,24.0,732,10,17
2015-09-17,THEFT,RESIDENCE,0,1,48.0,651,20,29
2015-09-18,MOTOR VEHICLE THEFT,STREET,0,0,24.0,698,11,16
2015-09-19,NARCOTICS,PARK PROPERTY,1,0,46.0,732,19,17
2015-09-19,NARCOTICS,RESIDENTIAL YARD (FRONT/BACK),1,0,27.0,732,25,17
2015-09-19,BATTERY,RESIDENCE,0,1,28.0,732,11,2
2015-09-18,BURGLARY,DEPARTMENT STORE,0,0,28.0,698,11,3
2015-09-18,BATTERY,BAR OR TAVERN,0,0,24.0,698,11,2
2015-09-19,BATTERY,SIDEWALK,0,0,49.0,732,24,2
2015-09-19,BATTERY,STREET,0,1,26.0,732,25,2
2015-09-19,NARCOTICS,SIDEWALK,1,0,28.0,732,15,17
2015-09-19,BATTERY,GAS STATION,0,0,34.0,732,22,2
2015-09-19,MOTOR VEHICLE THEFT,STREET,0,0,25.0,732,12,16
2015-09-19,THEFT,STREET,0,0,45.0,732,16,29
2015-09-19,THEFT,SMALL RETAIL STORE,1,0,17.0,732,6,29
2015-09-19,OTHER OFFENSE,OTHER,0,0,18.0,732,8,22
2015-09-19,CRIMINAL DAMAGE,APARTMENT,1,0,28.0,732,15,6
2015-09-02,OTHER OFFENSE,OTHER,0,0,10.0,64,4,22
2015-09-19,THEFT,STREET,0,0,17.0,732,6,29
2015-09-19,NARCOTICS,STREET,1,0,20.0,732,2,17
2015-09-19,BATTERY,OTHER,1,0,26.0,732,12,2
2015-09-19,BATTERY,RESIDENCE,0,0,7.0,732,4,2
2015-09-18,BURGLARY,APARTMENT,0,0,22.0,698,10,3
2015-09-17,ROBBERY,OTHER,0,0,8.0,651,4,26
2015-09-19,THEFT,ATHLETIC CLUB,0,0,44.0,732,19,29
2015-09-18,MOTOR VEHICLE THEFT,DRIVEWAY - RESIDENTIAL,0,0,44.0,698,19,16
2015-09-19,WEAPONS VIOLATION,RESIDENCE-GARAGE,1,0,34.0,732,5,30
2015-06-10,DECEPTIVE PRACTICE,RESIDENCE,0,0,36.0,4,16,9
2015-09-19,BATTERY,RESIDENCE,0,1,5.0,732,3,2
2015-09-18,DECEPTIVE PRACTICE,RESIDENCE,0,0,44.0,698,19,9
2015-09-03,THEFT,GROCERY FOOD STORE,0,0,23.0,104,8,29
2015-09-19,CRIMINAL DAMAGE,STREET,0,0,22.0,732,10,6
2015-08-03,THEFT,RESIDENCE,0,0,5.0,6,3,29
2015-09-15,CRIMINAL DAMAGE,RESIDENCE PORCH/HALLWAY,0,0,47.0,710,19,6
2015-09-19,NARCOTICS,STREET,1,0,16.0,732,7,17
2015-09-18,BURGLARY,RESIDENCE-GARAGE,0,0,5.0,698,3,3
2015-09-18,BATTERY,PARKING LOT/GARAGE(NON.RESID.),1,0,28.0,698,11,2
2015-09-19,THEFT,SIDEWALK,0,0,35.0,732,14,29
2015-07-31,DECEPTIVE PRACTICE,APARTMENT,0,0,42.0,5,18,9
2015-09-19,THEFT,DEPARTMENT STORE,0,0,42.0,732,1,29
2015-09-19,MOTOR VEHICLE THEFT,STREET,0,0,17.0,732,6,16
2015-09-19,BATTERY,APARTMENT,0,0,17.0,732,7,2
2015-09-19,THEFT,STREET,0,0,46.0,732,20,29
2015-09-19,ASSAULT,CTA BUS,1,0,48.0,732,20,1
2015-09-19,THEFT,SMALL RETAIL STORE,0,0,6.0,732,7,29
2015-09-19,ASSAULT,SMALL RETAIL STORE,1,0,34.0,732,5,1
2015-09-18,THEFT,STREET,0,0,4.0,698,1,29
2015-09-19,THEFT,STREET,0,0,9.0,732,5,29
2015-09-17,MOTOR VEHICLE THEFT,VEHICLE NON-COMMERCIAL,0,0,29.0,651,25,16
2015-09-16,OTHER OFFENSE,RESIDENCE,0,0,8.0,704,4,22
2015-09-19,CRIMINAL DAMAGE,STREET,0,0,23.0,732,8,6
2015-09-19,NARCOTICS,STREET,1,0,18.0,732,8,17
2015-09-19,MOTOR VEHICLE THEFT,STREET,0,0,6.0,732,3,16
2015-09-15,DECEPTIVE PRACTICE,RESIDENCE,0,0,34.0,710,5,9
2015-09-19,CRIMINAL DAMAGE,STREET,0,1,9.0,732,5,6
2015-09-19,PUBLIC PEACE VIOLATION,ALLEY,1,0,47.0,732,20,25
2015-09-19,THEFT,OTHER,0,0,36.0,732,25,29
2015-09-19,BATTERY,OTHER,0,0,39.0,732,17,2
2015-09-17,BATTERY,"SCHOOL, PUBLIC, GROUNDS",0,0,47.0,651,19,2
2015-08-20,DECEPTIVE PRACTICE,RESIDENCE,0,0,35.0,12,17,9
2015-09-19,NARCOTICS,SIDEWALK,1,0,17.0,732,6,17
2015-09-19,THEFT,DEPARTMENT STORE,1,0,21.0,732,6,29
2015-08-29,THEFT,DEPARTMENT STORE,0,0,44.0,18,19,29
2015-09-19,OTHER OFFENSE,STREET,0,1,9.0,732,5,22
2015-09-18,THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,47.0,698,19,29
2015-09-18,OFFENSE INVOLVING CHILDREN,POLICE FACILITY/VEH PARKING LOT,0,1,29.0,698,25,20
2015-09-19,BATTERY,SIDEWALK,0,0,44.0,732,19,2
2015-08-30,THEFT,SMALL RETAIL STORE,1,0,42.0,28,18,29
2015-09-14,THEFT,OTHER,0,0,39.0,724,17,29
2015-09-19,THEFT,APARTMENT,0,1,8.0,732,3,29
2015-07-15,THEFT,STREET,0,0,43.0,8,19,29
2015-09-19,BURGLARY,APARTMENT,0,0,16.0,732,9,3
2015-09-19,BATTERY,APARTMENT,0,1,35.0,732,14,2
2015-09-19,NARCOTICS,STREET,1,0,9.0,732,22,17
2015-09-19,MOTOR VEHICLE THEFT,ATHLETIC CLUB,0,0,2.0,732,1,16
2015-09-19,NARCOTICS,SIDEWALK,1,0,8.0,732,6,17
2015-09-19,THEFT,APARTMENT,0,0,46.0,732,19,29
2015-09-18,THEFT,STREET,0,0,25.0,698,12,29
2015-09-19,BATTERY,CONVENIENCE STORE,0,0,43.0,732,18,2
2015-09-19,BATTERY,SMALL RETAIL STORE,0,0,17.0,732,6,2
2015-09-16,DECEPTIVE PRACTICE,COMMERCIAL / BUSINESS OFFICE,0,0,42.0,704,1,9
2015-09-19,NARCOTICS,STREET,1,0,15.0,732,7,17
2015-09-19,OTHER OFFENSE,RESIDENCE,0,0,6.0,732,6,22
2015-09-19,THEFT,HOSPITAL BUILDING/GROUNDS,0,0,8.0,732,4,29
2015-09-19,THEFT,DEPARTMENT STORE,1,0,13.0,732,8,29
2015-09-15,BATTERY,NURSING HOME/RETIREMENT HOME,0,0,27.0,710,18,2
2015-09-19,MOTOR VEHICLE THEFT,STREET,0,0,31.0,732,25,16
2015-09-19,OFFENSE INVOLVING CHILDREN,RESIDENCE,0,0,36.0,732,25,20
2015-09-19,NARCOTICS,SIDEWALK,1,0,29.0,732,15,17
2015-09-18,DECEPTIVE PRACTICE,ATM (AUTOMATIC TELLER MACHINE),0,0,21.0,698,6,9
2015-09-19,NARCOTICS,SIDEWALK,1,0,28.0,732,15,17
2015-09-19,THEFT,STREET,0,0,29.0,732,15,29
2015-09-19,THEFT,CTA STATION,0,0,21.0,732,5,29
2015-09-18,BURGLARY,RESIDENCE-GARAGE,0,0,24.0,698,10,3
2015-09-19,NARCOTICS,SIDEWALK,1,0,20.0,732,9,17
2015-09-19,THEFT,DEPARTMENT STORE,1,0,42.0,732,1,29
2015-09-19,THEFT,STREET,0,0,6.0,732,7,29
2015-09-19,DECEPTIVE PRACTICE,CONVENIENCE STORE,0,0,19.0,732,22,9
2015-09-19,NARCOTICS,SIDEWALK,1,0,2.0,732,11,17
2015-09-19,THEFT,DEPARTMENT STORE,1,0,13.0,732,8,29
2015-09-19,THEFT,DEPARTMENT STORE,1,0,2.0,732,1,29
2015-09-19,BATTERY,RESIDENCE,0,1,14.0,732,9,2
2015-09-19,BATTERY,APARTMENT,1,1,7.0,732,3,2
2015-09-19,MOTOR VEHICLE THEFT,STREET,0,0,17.0,732,7,16
2015-09-19,ASSAULT,SIDEWALK,1,0,15.0,732,7,1
2015-09-19,BURGLARY,OTHER RAILROAD PROP / TRAIN DEPOT,1,0,17.0,732,8,3
2015-09-18,OFFENSE INVOLVING CHILDREN,RESIDENCE,0,1,42.0,698,1,20
2015-08-15,DECEPTIVE PRACTICE,RESIDENCE,0,0,7.0,14,4,9
2015-09-19,THEFT,DEPARTMENT STORE,1,0,37.0,732,25,29
2015-09-19,THEFT,SIDEWALK,0,0,35.0,732,25,29
2015-09-19,ASSAULT,SIDEWALK,1,1,28.0,732,11,1
2015-09-17,MOTOR VEHICLE THEFT,STREET,1,0,18.0,651,8,16
2015-09-18,ASSAULT,RESIDENCE,0,0,16.0,698,9,1
2015-09-19,BATTERY,RESIDENCE,0,1,9.0,732,5,2
2015-09-19,BURGLARY,APARTMENT,0,0,10.0,732,4,3
2015-09-19,THEFT,STREET,0,0,37.0,732,11,29
2015-09-18,THEFT,DRUG STORE,0,0,48.0,698,20,29
2015-09-18,MOTOR VEHICLE THEFT,STREET,0,0,50.0,698,24,16
2015-09-19,THEFT,SIDEWALK,0,0,32.0,732,18,29
2015-09-17,THEFT,STREET,0,0,43.0,651,19,29
2015-09-19,THEFT,RESTAURANT,0,0,42.0,732,18,29
2015-09-19,ROBBERY,SIDEWALK,0,0,47.0,732,19,26
2015-09-19,ASSAULT,SIDEWALK,0,0,50.0,732,24,1
2015-09-18,BATTERY,RESIDENCE,0,1,2.0,698,1,2
2015-09-17,CRIMINAL DAMAGE,STREET,0,0,4.0,651,1,6
2015-09-15,CRIMINAL DAMAGE,STREET,0,0,4.0,710,1,6
2015-09-18,DECEPTIVE PRACTICE,ATM (AUTOMATIC TELLER MACHINE),0,0,13.0,698,8,9
2015-09-18,OTHER OFFENSE,RESIDENCE,0,1,34.0,698,22,22
2015-09-19,WEAPONS VIOLATION,SIDEWALK,1,0,35.0,732,14,30
2015-09-18,THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,2.0,698,1,29
2015-09-14,THEFT,"SCHOOL, PUBLIC, GROUNDS",0,0,25.0,724,12,29
2015-07-19,SEX OFFENSE,RESIDENCE,1,0,25.0,5,12,27
2015-09-17,THEFT,STREET,0,0,20.0,651,2,29
2015-09-18,THEFT,RESTAURANT,0,0,40.0,698,20,29
2015-09-19,NARCOTICS,PARK PROPERTY,1,0,24.0,732,10,17
2015-09-19,BATTERY,RESIDENCE,0,1,27.0,732,11,2
2015-09-19,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),0,0,37.0,732,25,6
2015-09-19,THEFT,SMALL RETAIL STORE,0,0,38.0,732,16,29
2015-09-19,THEFT,APARTMENT,0,0,14.0,732,9,29
2015-09-19,BATTERY,STREET,0,1,29.0,732,25,2
2015-06-16,THEFT,SIDEWALK,0,0,5.0,4,3,29
2015-09-19,CRIMINAL DAMAGE,STREET,1,0,28.0,732,15,6
2015-09-19,BATTERY,APARTMENT,1,1,3.0,732,2,2
2015-09-14,OTHER OFFENSE,RESTAURANT,0,0,42.0,724,1,22
2015-09-19,THEFT,OTHER,0,0,2.0,732,1,29
2015-09-16,CRIMINAL DAMAGE,STREET,0,0,47.0,704,20,6
2015-09-19,DECEPTIVE PRACTICE,OTHER,1,0,17.0,732,6,9
2015-09-18,DECEPTIVE PRACTICE,DRUG STORE,1,0,28.0,698,15,9
2015-09-19,BATTERY,APARTMENT,1,1,15.0,732,7,2
2015-09-19,OTHER OFFENSE,RESIDENCE,0,0,48.0,732,20,22
2015-09-18,CRIMINAL DAMAGE,STREET,0,0,4.0,698,1,6
2015-09-19,BATTERY,RESIDENCE,1,1,15.0,732,7,2
2015-09-18,BATTERY,STREET,0,0,16.0,698,7,2
2015-09-19,BATTERY,RESIDENCE,1,1,18.0,732,6,2
2015-09-18,BURGLARY,RESIDENCE,0,0,28.0,698,15,3
2015-09-19,CRIMINAL DAMAGE,STREET,0,0,6.0,732,6,6
2015-09-19,ROBBERY,SIDEWALK,1,0,5.0,732,3,26
2015-07-01,PROSTITUTION,RESIDENCE,1,0,6.0,8,3,23
2015-09-19,BATTERY,APARTMENT,0,0,5.0,732,3,2
2015-09-19,OTHER OFFENSE,RESIDENCE,0,1,36.0,732,25,22
2015-09-17,THEFT,WAREHOUSE,0,0,2.0,651,1,29
2015-09-19,BATTERY,SIDEWALK,0,0,34.0,732,5,2
2015-09-19,OTHER OFFENSE,RESIDENCE,0,1,20.0,732,3,22
2015-09-19,THEFT,GROCERY FOOD STORE,1,0,2.0,732,1,29
2015-09-19,BATTERY,APARTMENT,1,0,15.0,732,7,2
2015-09-04,THEFT,RESIDENCE PORCH/HALLWAY,0,0,2.0,179,1,29
2015-09-19,ROBBERY,SIDEWALK,0,0,22.0,732,10,26
2015-09-13,THEFT,RESIDENCE,0,0,34.0,691,5,29
2015-09-19,BATTERY,RESTAURANT,0,0,6.0,732,6,2
2015-09-17,CRIM SEXUAL ASSAULT,RESIDENCE,0,1,23.0,651,8,5
2015-09-19,CRIMINAL DAMAGE,STREET,0,0,4.0,732,1,6
2015-09-19,ASSAULT,RESTAURANT,0,0,12.0,732,10,1
2015-09-18,BURGLARY,RESIDENCE,0,0,6.0,698,6,3
2015-09-18,CRIMINAL DAMAGE,STREET,0,0,4.0,698,1,6
2015-09-19,NARCOTICS,SIDEWALK,1,0,46.0,732,19,17
2015-09-19,BATTERY,APARTMENT,0,1,21.0,732,6,2
2015-09-19,ROBBERY,ALLEY,0,0,24.0,732,10,26
2015-09-16,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,28.0,704,11,16
2015-09-19,OTHER OFFENSE,RESIDENCE,1,0,7.0,732,4,22
2015-09-19,ROBBERY,RESIDENTIAL YARD (FRONT/BACK),0,0,31.0,732,25,26
2015-09-18,THEFT,STREET,0,0,24.0,698,10,29
2015-09-13,BURGLARY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,0,0,17.0,691,7,3
2015-09-19,BATTERY,RESIDENCE,0,0,24.0,732,10,2
2015-09-19,ASSAULT,RESIDENTIAL YARD (FRONT/BACK),0,0,24.0,732,10,1
2015-09-19,NARCOTICS,ALLEY,1,0,16.0,732,8,17
2015-09-07,BATTERY,PARK PROPERTY,0,0,3.0,765,9,2
2015-09-19,THEFT,SMALL RETAIL STORE,0,0,27.0,732,12,29
2015-09-19,CRIMINAL DAMAGE,RESIDENCE,0,0,39.0,732,17,6
2015-09-19,THEFT,RESTAURANT,0,0,42.0,732,1,29
2015-09-19,BATTERY,SIDEWALK,0,0,15.0,732,7,2
2015-09-19,ASSAULT,STREET,1,0,21.0,732,6,1
2015-09-18,CRIMINAL DAMAGE,STREET,0,0,46.0,698,19,6
2015-09-18,PROSTITUTION,SIDEWALK,1,0,28.0,698,11,23
2015-09-19,THEFT,RESTAURANT,0,0,42.0,732,1,29
2015-09-19,OTHER OFFENSE,SIDEWALK,1,0,22.0,732,10,22
2015-09-19,NARCOTICS,ALLEY,1,0,24.0,732,10,17
2015-09-19,THEFT,SIDEWALK,0,0,25.0,732,12,29
2015-08-06,DECEPTIVE PRACTICE,APARTMENT,0,0,49.0,5,24,9
2015-09-05,BURGLARY,VACANT LOT/LAND,0,0,21.0,498,22,3
2015-09-19,CRIMINAL DAMAGE,STREET,0,0,9.0,732,22,6
2015-09-19,ROBBERY,RESIDENCE PORCH/HALLWAY,0,0,28.0,732,15,26
2015-09-19,BATTERY,SIDEWALK,0,0,37.0,732,15,2
2015-09-19,NARCOTICS,SIDEWALK,1,0,28.0,732,15,17
2015-09-19,BURGLARY,APARTMENT,1,0,6.0,732,6,3
2015-09-18,THEFT,STREET,0,0,12.0,698,10,29
2015-09-19,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,29.0,732,15,16
2015-09-19,MOTOR VEHICLE THEFT,ALLEY,0,0,49.0,732,24,16
2015-09-16,OTHER OFFENSE,SMALL RETAIL STORE,0,0,43.0,704,18,22
2015-09-19,NARCOTICS,ALLEY,1,0,28.0,732,11,17
2015-09-19,PUBLIC PEACE VIOLATION,APARTMENT,1,0,48.0,732,20,25
2015-09-19,ASSAULT,CTA PLATFORM,0,0,48.0,732,19,1
2015-09-19,BURGLARY,RESIDENCE,0,0,40.0,732,20,3
2015-09-19,NARCOTICS,STREET,1,0,30.0,732,25,17
2015-09-19,BATTERY,CTA PLATFORM,0,1,41.0,732,16,2
2015-09-19,BATTERY,RESIDENCE,0,1,15.0,732,7,2
2015-09-14,BATTERY,ALLEY,0,0,2.0,724,1,2
2015-09-19,CRIMINAL DAMAGE,RESIDENCE-GARAGE,0,0,48.0,732,24,6
2015-09-19,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),0,0,38.0,732,17,6
2015-09-19,OTHER OFFENSE,APARTMENT,0,1,15.0,732,7,22
2015-09-18,THEFT,RESIDENTIAL YARD (FRONT/BACK),0,0,39.0,698,17,29
2015-09-19,CRIMINAL DAMAGE,RESIDENCE,0,0,38.0,732,17,6
2015-09-19,THEFT,STREET,0,0,3.0,732,1,29
2015-09-17,DECEPTIVE PRACTICE,BANK,0,0,35.0,651,17,9
2015-09-18,BURGLARY,RESIDENCE-GARAGE,0,0,11.0,698,9,3
2015-09-19,BATTERY,APARTMENT,0,1,29.0,732,25,2
2015-09-19,BATTERY,STREET,1,1,5.0,732,3,2
2015-09-19,CRIMINAL TRESPASS,HOTEL/MOTEL,0,0,2.0,732,1,8
2015-09-17,CRIMINAL DAMAGE,APARTMENT,0,1,36.0,651,25,6
2015-09-19,THEFT,GROCERY FOOD STORE,1,0,44.0,732,19,29
2015-09-19,DECEPTIVE PRACTICE,RESIDENCE,0,0,35.0,732,14,9
2015-09-18,THEFT,VEHICLE NON-COMMERCIAL,0,0,37.0,698,25,29
2015-09-19,ASSAULT,APARTMENT,1,0,6.0,732,7,1
2015-09-19,ASSAULT,RESTAURANT,1,0,26.0,732,14,1
2015-09-19,BATTERY,APARTMENT,0,1,5.0,732,3,2
2015-09-19,NARCOTICS,SIDEWALK,1,0,28.0,732,15,17
2015-09-19,CRIMINAL TRESPASS,RESIDENCE,0,1,10.0,732,4,8
2015-09-19,CRIMINAL DAMAGE,SIDEWALK,1,1,21.0,732,6,6
2015-09-19,BATTERY,SIDEWALK,0,0,10.0,732,4,2
2015-06-20,THEFT,APARTMENT,0,0,3.0,5,2,29
2015-09-19,WEAPONS VIOLATION,SIDEWALK,0,0,46.0,732,19,30
2015-09-19,THEFT,SMALL RETAIL STORE,1,0,8.0,732,4,29
2015-09-19,ASSAULT,STREET,0,0,48.0,732,20,1
2015-09-19,ASSAULT,PARK PROPERTY,1,0,49.0,732,24,1
2015-09-19,THEFT,STREET,0,0,44.0,732,19,29
2015-09-19,NARCOTICS,SIDEWALK,1,0,14.0,732,8,17
2015-09-19,THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,42.0,732,1,29
2015-08-15,THEFT,RESIDENCE PORCH/HALLWAY,0,0,32.0,14,19,29
2015-09-19,THEFT,RESIDENTIAL YARD (FRONT/BACK),0,0,26.0,732,25,29
2015-09-19,NARCOTICS,VACANT LOT/LAND,1,0,24.0,732,11,17
2015-09-19,ASSAULT,RESIDENTIAL YARD (FRONT/BACK),1,0,3.0,732,2,1
2015-09-19,NARCOTICS,STREET,1,0,37.0,732,25,17
2015-09-19,CRIMINAL DAMAGE,RESIDENCE PORCH/HALLWAY,0,0,17.0,732,7,6
2015-09-19,BATTERY,PARKING LOT/GARAGE(NON.RESID.),0,0,15.0,732,7,2
2015-09-19,DECEPTIVE PRACTICE,CTA TRAIN,1,0,44.0,732,19,9
2015-09-19,ASSAULT,SIDEWALK,0,0,16.0,732,7,1
2015-09-19,MOTOR VEHICLE THEFT,STREET,0,0,25.0,732,12,16
2015-09-17,MOTOR VEHICLE THEFT,STREET,0,0,28.0,651,10,16
2015-09-19,BATTERY,OTHER,0,1,24.0,732,10,2
2015-09-18,THEFT,APARTMENT,0,0,24.0,698,11,29
2015-09-18,ROBBERY,GAS STATION,0,0,24.0,698,11,26
2015-09-19,ROBBERY,ALLEY,0,0,28.0,732,15,26
2015-09-19,ASSAULT,LIBRARY,0,0,17.0,732,6,1
2015-09-19,BATTERY,SIDEWALK,0,1,45.0,732,16,2
2015-09-19,ASSAULT,STREET,0,0,38.0,732,16,1
2015-09-19,BURGLARY,RESIDENCE,0,0,45.0,732,16,3
2015-09-19,THEFT,DEPARTMENT STORE,1,0,46.0,732,19,29
2015-09-19,BATTERY,GROCERY FOOD STORE,1,0,48.0,732,20,2
2015-09-16,THEFT,RESIDENCE,0,0,5.0,704,3,29
2015-09-19,CRIMINAL DAMAGE,STREET,0,0,37.0,732,25,6
2015-09-19,DECEPTIVE PRACTICE,RESTAURANT,1,0,42.0,732,1,9
2015-09-19,ROBBERY,APARTMENT,0,1,2.0,732,12,26
2015-09-18,CRIMINAL DAMAGE,RESTAURANT,0,0,43.0,698,18,6
2015-08-19,SEX OFFENSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,0,0,29.0,7,25,27
2015-09-19,NARCOTICS,SIDEWALK,1,0,17.0,732,7,17
2015-09-19,GAMBLING,SIDEWALK,1,0,27.0,732,11,10
2015-09-19,NARCOTICS,SIDEWALK,1,0,17.0,732,7,17
2015-09-19,THEFT,GROCERY FOOD STORE,0,0,37.0,732,25,29
2015-06-09,OBSCENITY,RESIDENCE,1,0,29.0,3,25,19
2015-09-19,NARCOTICS,HOSPITAL BUILDING/GROUNDS,1,0,20.0,732,7,17
